mission_id,origin,destination,departure_utc,departure_time_j2000_s,travel_days,payload_mass_kg,departure_orbit_km,arrival_orbit_km,departure_distance_au,arrival_distance_au,mean_distance_au,min_distance_au,departure_solar_flux_w_m2,mean_solar_flux_w_m2,dv_ejection_mps,dv_injection_mps,dv_total_mps,phase_angle_deg,transfer_angle_deg,long_way,correction_reserve_dv_mps,best_architecture,best_stage_count,best_launch_mass_kg,best_total_loaded_propellant_kg,best_total_boiloff_mass_kg,best_total_tank_mass_kg,best_tank_carry_proxy_kg,best_total_dry_mass_kg,best_architecture_realism_penalty_kg,best_total_penalty_kg,best_stage_1_role,best_stage_1_segment,best_stage_1_propellant,best_stage_1_engine_key,best_stage_1_engine_count,best_stage_1_engine_isp_seconds,best_stage_1_engine_thrust_kn,best_stage_1_total_engine_mass_kg,best_stage_1_available_thrust_kn,best_stage_1_dv_mps,best_stage_1_storage_days,best_stage_1_boiloff_fraction,best_stage_1_loaded_propellant_kg,best_stage_1_burn_propellant_kg,best_stage_1_boiloff_mass_kg,best_stage_1_tank_mass_kg,best_stage_1_structure_mass_kg,best_stage_1_dry_mass_kg,best_stage_1_initial_mass_kg,best_stage_1_penalty_kg,best_stage_1_reason,best_stage_2_role,best_stage_2_segment,best_stage_2_propellant,best_stage_2_engine_key,best_stage_2_engine_count,best_stage_2_engine_isp_seconds,best_stage_2_engine_thrust_kn,best_stage_2_total_engine_mass_kg,best_stage_2_available_thrust_kn,best_stage_2_dv_mps,best_stage_2_storage_days,best_stage_2_boiloff_fraction,best_stage_2_loaded_propellant_kg,best_stage_2_burn_propellant_kg,best_stage_2_boiloff_mass_kg,best_stage_2_tank_mass_kg,best_stage_2_structure_mass_kg,best_stage_2_dry_mass_kg,best_stage_2_initial_mass_kg,best_stage_2_penalty_kg,best_stage_2_reason,best_stage_3_role,best_stage_3_segment,best_stage_3_propellant,best_stage_3_engine_key,best_stage_3_engine_count,best_stage_3_engine_isp_seconds,best_stage_3_engine_thrust_kn,best_stage_3_total_engine_mass_kg,best_stage_3_available_thrust_kn,best_stage_3_dv_mps,best_stage_3_storage_days,best_stage_3_boiloff_fraction,best_stage_3_loaded_propellant_kg,best_stage_3_burn_propellant_kg,best_stage_3_boiloff_mass_kg,best_stage_3_tank_mass_kg,best_stage_3_structure_mass_kg,best_stage_3_dry_mass_kg,best_stage_3_initial_mass_kg,best_stage_3_penalty_kg,best_stage_3_reason,best_stage_4_role,best_stage_4_segment,best_stage_4_propellant,best_stage_4_engine_key,best_stage_4_engine_count,best_stage_4_engine_isp_seconds,best_stage_4_engine_thrust_kn,best_stage_4_total_engine_mass_kg,best_stage_4_available_thrust_kn,best_stage_4_dv_mps,best_stage_4_storage_days,best_stage_4_boiloff_fraction,best_stage_4_loaded_propellant_kg,best_stage_4_burn_propellant_kg,best_stage_4_boiloff_mass_kg,best_stage_4_tank_mass_kg,best_stage_4_structure_mass_kg,best_stage_4_dry_mass_kg,best_stage_4_initial_mass_kg,best_stage_4_penalty_kg,best_stage_4_reason,best_stage_5_role,best_stage_5_segment,best_stage_5_propellant,best_stage_5_engine_key,best_stage_5_engine_count,best_stage_5_engine_isp_seconds,best_stage_5_engine_thrust_kn,best_stage_5_total_engine_mass_kg,best_stage_5_available_thrust_kn,best_stage_5_dv_mps,best_stage_5_storage_days,best_stage_5_boiloff_fraction,best_stage_5_loaded_propellant_kg,best_stage_5_burn_propellant_kg,best_stage_5_boiloff_mass_kg,best_stage_5_tank_mass_kg,best_stage_5_structure_mass_kg,best_stage_5_dry_mass_kg,best_stage_5_initial_mass_kg,best_stage_5_penalty_kg,best_stage_5_reason
3889,Venus,Earth,2030-03-11T05:31:53Z,952709513.532955,201.66458,3772.048595,409.790238,122.17674,0.722209,1.001952,0.862081,0.722209,2609.350234,1831.31257,10270.507051,4064.694194,14335.201245,321.227179,156.204464,False,300,lox_lh2__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,610828.375825,508588.843889,3545.794392,77693.129123,109833.190925,98467.483341,9520,31674.682351,booster,Departure,lox_lh2,rs25e,3,452,2279,10581,6837,3902.792679,0.863318,0.006164,358503.292532,356293.599763,2209.692769,59489.087385,3536.925271,73607.012656,610828.375825,15270.709396,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,2773.036904,1.726636,0.003305,93948.526917,93638.037729,310.489188,9845.627659,1270.796789,12716.424448,178718.070637,3203.157293,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,2054.10141,3.021614,0.021407,26854.982813,26280.095081,574.887732,4595.096229,762.852811,7007.949041,72053.119272,1801.327982,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,1540.576058,4.74825,0.033433,11206.193821,10831.533017,374.660804,1949.029718,428.05886,2979.088578,38190.187418,859.279217,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,4364.694194,201.66458,0.004208,18075.847806,17999.783908,76.063898,1814.288133,122.720486,2157.008619,24004.90502,1020.208463,
3890,Earth,Mars,2044-02-05T19:57:58Z,1391587078.54353,195.692928,2232.303755,599.547691,133.757499,0.985896,1.507286,1.246591,0.985896,1400.219042,875.810566,7973.713976,2338.333443,10312.047419,19.741363,111.50338,False,300,lox_lh2__lox_lh2__nto_mmh,3,96248.148941,76265.545852,946.955248,12826.791126,15367.151316,17750.299335,3600,6165.132111,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4624.754106,2.677688,0.009623,62554.575702,61952.625242,601.95046,10662.835635,659.201647,14849.037282,96248.148941,1924.962979,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,3348.95987,9.371908,0.033277,9955.041313,9623.770936,331.270377,1787.550793,218.983524,2307.534317,18844.535957,376.890719,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,2638.333443,195.692928,0.003657,3755.928836,3742.194426,13.734411,376.404698,107.323038,593.727736,6581.960327,263.278413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,Uranus,Saturn,2029-09-22T02:50:05Z,938011805.326586,11986.01577,480.365139,38493.467197,172110.845745,19.259069,9.013941,14.136505,9.013941,3.669337,6.810422,5913.220839,4599.618544,10512.839383,-26.128877,19.566301,False,300,lox_lh2__lox_lh2__nto_mmh,3,108555.512203,87448.621279,2007.470086,14879.257823,22268.777945,20626.525784,3600,7302.837307,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,3429.668087,1.831904,0.000238,58486.747459,58472.852932,13.894526,9863.723238,962.873033,14353.59627,108555.512203,2171.110244,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,2483.552752,6.411666,0.000831,14993.421746,14980.958645,12.463101,2641.549049,345.591277,3589.140326,35715.168474,803.591291,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,4899.618544,11986.01577,0.141828,13968.452075,11987.339615,1981.112459,2373.985536,89.803651,2683.789187,17132.606401,728.135772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,Venus,Earth,2043-08-12T22:50:16Z,1376304616.82611,131.541908,4108.802198,499.72952,1012.833403,0.718539,0.98371,0.851125,0.718539,2636.070093,1878.761497,13379.841884,3624.725977,17004.56786,176.375005,306.678801,True,300,lox_ch4__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,2130725.402313,1898750.509454,6008.287917,201122.09249,247517.477506,227866.090662,6800,111814.357187,booster,Departure,lox_ch4,raptor,9,350,2747,13725,24723,5084.339916,1.095363,0.002119,1647120.406564,1643629.633101,3490.773463,171006.722241,5598.938038,190330.660279,2130725.402313,94874.13982,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,3612.557309,2.190726,0.004234,182326.958488,181554.959461,771.999026,19218.09981,1519.151879,22337.251689,293274.33547,5959.801481,,departure_mid,Departure,lox_lh2,vinci,4,457,180,2200,720,2675.968377,3.833771,0.027383,40448.060893,39340.45466,1107.606233,6977.768602,763.314716,9941.083318,88610.125293,2436.778446,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,2006.976283,6.024497,0.042693,13981.089949,13384.194015,596.895934,2456.25935,389.505515,3447.764865,38220.981082,859.972074,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,3924.725977,131.541908,0.002757,14873.99356,14832.980299,41.013261,1463.242488,126.088022,1809.33051,20792.126268,883.665366,
3893,Saturn,Uranus,2036-04-16T22:02:23Z,1145268143.33238,13199.749904,3730.360714,53065.953168,92031.385593,9.153538,19.247166,14.200352,9.153538,16.24352,6.749318,8102.239543,597.928289,8700.167832,325.793786,130.942328,False,261.005035,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,80307.747316,60574.288059,254.741962,10109.281432,13768.57123,16003.098542,9500,11999.350323,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,3727.03019,0.817664,0.000106,45668.605628,45663.762738,4.84289,7570.860608,730.592396,11828.453004,80307.747316,1606.154946,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2592.716654,1.962393,0.000254,10021.532002,10018.981651,2.550351,1693.15382,343.044377,2586.198198,22810.688683,456.213774,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1782.492699,3.924787,0.000509,3299.355887,3297.676814,1.679074,569.665031,209.87673,1080.541761,10202.958483,204.05917,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,858.933324,13199.749904,0.155017,1584.794541,1339.124894,245.669647,275.601972,122.303607,507.905579,5823.060835,232.922433,,,,,,,,,,,,,,,,,,,,,,
3894,Jupiter,Saturn,2027-04-15T14:09:11Z,861070151.356934,3685.392178,6996.4071,146464.594592,192707.603759,5.365702,9.249942,7.307822,5.365702,47.272123,25.484859,14180.725431,3571.241467,17751.966898,230.809042,5.644066,False,300,lox_ch4__lox_ch4__lox_ch4__lox_lh2__nto_mmh,5,5852515.038984,5239585.543136,1660.992773,546445.233009,645940.177098,605933.088748,4080,349721.033322,booster,Departure,lox_ch4,raptor,23,350,2747,35075,63181,5388.675664,0.942438,0.000047,4634945.067593,4634726.665339,218.402254,479924.611656,12737.000467,527736.612123,5852515.038984,321888.327144,,departure_mid,Departure,lox_ch4,raptor_vac,2,380,2580,3200,5160,3828.795866,1.884876,0.000094,442942.575502,442900.832881,41.742621,46514.795343,3101.122982,52815.918325,689833.359269,16169.291604,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,2836.145086,3.298533,0.000165,103417.529197,103400.474299,17.054899,11027.594679,1340.341008,13967.935687,194074.865442,3513.390014,,departure_upper,Departure,lox_lh2,rl10b2,4,465.5,110.1,1204,440.4,2127.108815,5.183409,0.000672,28576.406474,28557.20157,19.204904,4987.965937,635.427211,6827.393148,76689.400557,2108.958515,,cruise_arrival,Arrival,nto_mmh,aj10_190,4,319,43.7,440,174.8,3871.241467,3685.392178,0.04594,29703.96437,28339.376275,1364.588095,3990.265394,154.964071,4585.229465,41285.600935,1961.066044,
3895,Saturn,Jupiter,2027-06-11T10:14:02Z,865980842.688211,2024.993518,1099.311582,48434.891445,243180.286581,9.365296,5.081403,7.22335,5.081403,15.517261,26.084398,8105.479892,1651.980536,9757.460428,-228.356278,291.028673,True,292.723813,lox_lh2__lox_lh2__nto_mmh,3,52784.038766,40257.742057,43.927263,6747.458997,7847.026051,11426.985127,3600,4935.424651,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4701.178338,1.675346,0.000217,34510.088266,34502.590388,7.497877,5807.048108,472.414777,9806.462885,52784.038766,1055.680775,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,3404.301555,5.863709,0.00076,4452.261565,4448.876843,3.384722,781.254725,173.118237,1255.372962,8467.487616,169.349752,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1944.704348,2024.993518,0.025509,1295.392226,1262.347563,33.044663,159.156165,95.993116,365.149281,2759.853089,110.394124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,Mars,Uranus,2039-06-08T01:43:50Z,1244382230.46092,6368.238503,1741.369195,428.734399,58970.418476,1.38254,18.377106,9.879823,1.38254,712.037296,13.943115,9112.290761,903.307864,10015.598625,133.671813,215.017949,True,300,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,71549.567752,54949.017685,225.561566,9191.969522,11794.775897,14859.180872,9500,11511.317206,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4191.65375,1.126204,0.001931,43790.377455,43705.819768,84.557687,7303.418078,613.671807,11444.089885,71549.567752,1430.991355,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2915.933044,2.702889,0.004628,7822.206108,7786.004519,36.201589,1333.730067,284.864496,2168.594563,16315.100412,326.302008,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2004.703967,5.405777,0.009235,2261.204357,2240.322839,20.881517,395.387826,178.261354,874.64918,6324.299741,126.485995,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1203.307864,6368.238503,0.078049,1075.229765,991.308993,83.920772,159.433552,102.413692,371.847244,3188.446204,127.537848,,,,,,,,,,,,,,,,,,,,,,
3897,Uranus,Jupiter,2033-01-17T13:57:44Z,1042855064.02982,7876.10015,10352.842322,48472.697262,372513.727843,19.03606,5.347738,12.191899,5.347738,3.755813,9.156203,3927.019806,303.12715,4230.146956,-137.135537,157.540209,False,126.904409,lox_ch4__lox_lh2__nto_mmh,3,49358.874675,31997.250913,178.040778,3899.419914,5559.080743,7008.78144,0,1736.811665,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,2277.671487,1.927189,0.000096,23940.381784,23938.075013,2.30677,2515.394542,692.343586,4732.738127,49358.874675,814.79818,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1649.348318,6.74516,0.000874,6276.415584,6270.927142,5.488442,1108.389917,292.489517,1701.879434,20685.754763,413.715095,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,430.031559,7876.10015,0.095619,1780.453545,1610.207979,170.245566,275.635456,188.528423,574.163879,12707.459746,508.29839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,Venus,Saturn,2044-10-26T21:09:18Z,1414400958.99185,1241.062633,8776.269046,411.092367,102137.098448,0.718449,10.066707,5.392578,0.718449,2636.733512,46.802093,12605.549346,768.536348,13374.085694,111.96108,149.29355,False,300,lox_lh2__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,787864.598828,654193.621749,2826.068843,101749.068794,125692.012697,124894.708034,11900,39163.688833,booster,Departure,lox_lh2,rs25e,4,452,2279,14108,9116,4790.108751,0.547648,0.003959,521184.299815,519120.683945,2063.615871,85854.106047,3262.207734,103224.313782,787864.598828,21666.276468,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,3403.498323,1.095297,0.00212,97962.142924,97754.490281,207.652643,10170.57782,981.131987,12751.709807,163455.985232,3224.051771,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,2521.109869,1.916769,0.01379,22871.528447,22556.136767,315.39168,3861.78724,547.174633,6058.961873,52742.1325,1318.553312,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1890.832402,3.012066,0.021584,8192.164653,8015.345015,176.819638,1401.599146,303.362194,2005.96134,23811.64218,476.232844,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,1068.536348,1241.062633,0.015712,3983.485909,3920.896898,62.589011,460.998542,172.76269,853.761232,13613.516187,578.574438,
3899,Venus,Jupiter,2029-06-04T06:21:38Z,928520498.199125,670.239357,11816.378939,686.013001,192171.878479,0.718549,5.304912,3.01173,0.718549,2636.000235,150.046522,12989.110635,743.186403,13732.297038,86.574525,138.339199,False,300,lox_lh2__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,1254803.1217,1044017.425726,11339.328825,165954.518912,201950.89165,198969.317036,11900,61091.420485,booster,Departure,lox_lh2,rs25e,6,452,2279,21162,13674,4935.862041,1.417913,0.010216,845567.614989,836929.199361,8638.415628,141724.810729,4670.212699,167557.023428,1254803.1217,40781.101455,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,3507.059871,2.835826,0.005477,147692.22754,146883.257588,808.969952,15677.391993,1320.820647,18598.212639,241678.483284,4838.444577,,departure_mid,Departure,lox_lh2,vinci,4,457,180,2200,720,2597.822127,4.962695,0.035302,33832.959058,32638.584011,1194.375047,5894.895323,681.677666,8776.572989,75388.043104,2073.171185,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,1948.366595,7.798521,0.054912,11810.817465,11162.257608,648.559857,2100.493371,354.923323,3057.416694,32778.511058,737.516499,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,1043.186403,670.239357,0.009584,5113.806674,5064.798333,49.008341,556.927496,203.163789,980.091286,17910.276898,761.186768,
3900,Mars,Uranus,2032-03-01T19:26:40Z,1015054000.63982,8027.0965,4330.324259,759.109691,39717.889922,1.453324,18.313314,9.883319,1.453324,644.366794,13.933252,9125.63954,980.433288,10106.072827,44.356143,145.138609,False,300,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,142595.16265,112659.064237,516.959464,18828.121619,24882.583003,25605.774154,9500,13766.782092,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4197.794188,1.033668,0.001588,87337.331034,87198.621462,138.709572,14541.384102,971.915575,19040.299677,142595.16265,2851.903253,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,2920.204653,2.480803,0.003807,17374.898152,17308.744011,66.154141,2954.857939,405.730678,4460.588617,36217.531939,814.894469,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2007.640699,4.961606,0.0076,5142.720157,5103.63336,39.086798,896.035287,233.70304,1430.738328,14382.045169,287.640903,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1280.433288,8027.0965,0.09736,2804.114893,2531.105939,273.008954,435.84429,128.303243,674.147533,7808.586684,312.343467,,,,,,,,,,,,,,,,,,,,,,
3901,Saturn,Uranus,2031-10-08T08:13:16Z,1002485596.27199,5891.981471,8137.068553,47042.959785,150691.797778,9.032123,18.318268,13.675195,9.032123,16.683164,7.277648,8748.782772,510.626132,9259.408904,7.334241,80.469188,False,277.782267,lox_lh2__lox_lh2__lox_lh2__nto_mmh,4,175300.78119,136809.000288,242.568468,23185.909629,30784.871503,30354.712349,9500,14962.885536,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,4024.440075,1.820236,0.000236,104600.824915,104576.133471,24.691444,17637.923871,1190.20686,22355.130731,175300.78119,3506.015624,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,2799.610487,4.368565,0.000566,22466.353614,22453.627862,12.725752,3894.67749,495.819622,5490.497112,48344.825545,1087.758575,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1924.73221,8.737131,0.001133,7019.13283,7011.183303,7.949527,1255.640422,278.405552,1835.045974,20387.974819,407.759496,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,788.408399,5891.981471,0.072429,2722.688929,2525.487184,197.201745,397.667847,166.370686,674.038532,11533.796015,461.351841,,,,,,,,,,,,,,,,,,,,,,
3902,Mars,Earth,2032-10-30T07:01:51Z,1036004511.05315,360.636242,10349.448475,692.15922,470.691575,1.665881,0.994224,1.330052,0.994224,490.422251,769.344047,2467.651094,1481.668069,3949.319162,-121.587913,233.819783,True,118.479575,lox_ch4__lox_lh2__nto_mmh,3,46592.991722,29118.107791,90.846847,3416.973157,5982.542639,7125.435456,0,2079.5256,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,1431.237634,1.44355,0.00052,15892.297932,15884.033411,8.264521,1658.952143,800.885412,3984.837555,46592.991722,656.460327,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,1036.413459,5.052426,0.005737,5451.101101,5419.826869,31.274232,950.472546,372.082402,1924.554948,26715.856235,601.106765,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,1600.147643,360.636242,0.006599,7774.708758,7723.400664,51.308093,807.548468,188.494485,1216.042953,19340.200185,821.958508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,Saturn,Uranus,2033-12-12T17:46:40Z,1071294400.10922,12629.951798,614.322132,137784.664803,40102.792015,9.02576,18.98556,14.00566,9.02576,16.706694,6.938266,6531.872757,340.658495,6872.531252,347.026821,145.68712,False,206.175938,lox_ch4__lox_lh2__hydrazine,3,19253.809413,14512.375914,24.111052,1667.350347,2023.714986,4127.111367,0,521.09053,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,3788.486199,2.601132,0.00013,12869.418696,12867.745052,1.673644,1362.731447,376.168828,3263.900275,19253.809413,400.946069,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2743.386558,9.103962,0.00118,1410.48741,1408.822931,1.664479,252.87316,152.048971,705.92213,3120.490442,62.409809,,cruise_arrival,Arrival,hydrazine,mr111g,4,230,0.44,14.4,1.76,546.834432,12629.951798,0.089358,232.469808,211.696879,20.772929,51.74574,91.143221,157.288961,1004.080902,57.734652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,Uranus,Jupiter,2032-07-04T01:10:25Z,1025788225.83586,20721.512487,7500.435107,57813.399965,106068.453426,19.072261,5.428648,12.250455,5.428648,3.741569,9.068881,4781.628815,1007.557,5789.185815,-151.79173,132.78272,False,173.675574,lox_lh2__lox_lh2__nto_mmh,3,66622.0043,45612.350442,1253.514221,7899.533287,11615.597179,13509.218751,3600,6125.220819,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,2773.344712,1.79639,0.000233,30989.530889,30982.311505,7.219384,5223.738284,789.657399,9540.395684,66622.0043,1332.440086,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,2008.284102,6.287366,0.000815,9291.551793,9283.977974,7.573819,1635.526115,311.023713,2548.549828,26092.077728,587.071749,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,1181.232574,20721.512487,0.23235,5331.26776,4092.546743,1238.721017,1040.268888,160.004351,1420.273239,14251.976107,605.708985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,Earth,Venus,2029-01-17T05:27:26Z,916594046.270916,227.393368,4090.778977,657.886979,522.233153,0.983757,0.726547,0.855152,0.726547,1406.3145,1861.107785,4086.279247,2300.066639,6386.345885,-217.824919,146.442618,False,191.590377,lox_ch4__lox_lh2__nto_mmh,3,45696.529013,34645.820211,130.956105,3975.900063,6196.36242,6959.929825,0,1572.598905,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,2370.041963,1.056401,0.001091,22800.303426,22775.428793,24.874633,2365.600901,650.39415,4540.99505,45696.529013,766.401551,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1716.237284,3.697403,0.013326,5805.048162,5727.689757,77.358404,1000.135967,271.727823,1572.86379,18355.230537,367.104611,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,2491.657015,227.393368,0.004755,6040.468623,6011.745555,28.723068,610.163195,125.90779,846.070985,10977.318585,439.092743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,Venus,Jupiter,2037-03-04T00:17:42Z,1173010662.48983,940.426699,3833.993514,392.423378,293925.216071,0.727864,5.416149,3.072006,0.727864,2568.965013,144.216176,13342.013122,817.112758,14159.12588,114.640696,190.662511,True,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,490975.045639,402635.582843,3227.483624,67007.448416,82597.892182,84505.469282,15280,31068.204333,booster,Departure,lox_lh2,rs25e,3,452,2279,10581,6837,5069.964987,0.914506,0.006417,335231.105112,333079.85018,2151.254932,55685.519728,1896.457342,68162.97707,490975.045639,12274.376141,,departure_mid,Departure,lox_lh2,vinci,4,457,180,2200,720,3602.343543,1.829013,0.012793,48656.208302,48033.735896,622.472406,8205.481725,608.659213,11014.140939,87580.963456,2408.476495,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,2668.402624,3.200772,0.022281,12678.181329,12395.702388,282.478941,2173.450174,363.925853,3637.376027,27910.614216,627.98882,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2001.301968,5.029784,0.034789,4209.949378,4063.489662,146.459716,733.925464,213.638522,1248.563986,11595.056859,231.901137,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1117.112758,940.426699,0.013342,1860.138722,1835.321093,24.817629,209.071325,123.339935,442.41126,6136.543496,245.46174,
3907,Jupiter,Uranus,2031-07-08T11:15:00Z,994547700.023756,7729.225193,14988.693558,93451.213594,88586.609733,5.273114,18.295244,11.784179,5.273114,48.946752,9.800753,12401.49325,580.438692,12981.931942,177.456272,274.152889,True,300,lox_lh2__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,1142370.158345,946779.862869,625.391888,147258.557601,184286.19225,180601.601918,11900,57882.214911,booster,Departure,lox_lh2,rs25e,6,452,2279,21162,13674,4712.567435,0.546611,0.000071,747856.227354,747803.210238,53.017116,123190.167694,4737.634322,149089.802016,1142370.158345,37127.030146,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,3348.403178,1.093222,0.000055,145498.7594,145490.806496,7.952904,15105.374351,1417.044264,18122.418616,245424.128976,4802.181099,,departure_mid,Departure,lox_lh2,vinci,4,457,180,2200,720,2480.29865,1.913138,0.000248,34773.583984,34764.956642,8.627342,5871.121202,762.929741,8834.050942,81802.95096,2249.581151,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,1860.223988,3.00636,0.00039,12786.786197,12781.801339,4.984858,2187.559522,406.549055,3196.108577,38195.316034,859.394611,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,880.438692,7729.225193,0.093923,5864.505934,5313.696266,550.809668,904.334832,234.886936,1359.221768,22212.42126,944.027904,
